S.No.,Title,Chapter,Verse,Sanskrit Anuvad,Hindi Anuvad,Enlgish Translation
595,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.1,अर्जुन उवाच । ये शास्त्रविधिमुत्सृज्य यजन्ते श्रद्धयान्विताः तेषां निष्ठा तु का कृष्ण सत्त्वमाहो र...,"अर्जुन बोले —–हे कृष्ण ! जो मनुष्य शास्त्र विधि को त्याग कर श्रद्बा से युक्त्त हुए देवादि का पूजन करते हैं, उनकी स्थिति फिर कौन से है ? सात्विकी है ; अथवा राजसी किंवा तामसी|","Arjuna asked the Lord: What becomes of those people who do not obey the rules outlined by the Holy Scriptures yet perform ritual sacrifices with great faith and devotion? Are these people considered Saatvic (representing good), Rajas (representing passionate activity) or Tamas (immersed in total darkness and evil)?"
596,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.2,श्रीभगवानुवाच । त्रिविधा भवति श्रद्धा देहिनां सा स्वभावजा सात्त्विकी राजसी चैव तामसी चेति तां शृणु...,श्री भगवान् बोले —– मनुष्यों की वह शास्त्रीय संस्कारों से रहित केवल स्वभाव से उत्पन्न श्रद्बा सात्विको और राजसी तथा तामसी —–ऐसे तीनों प्रकार की होती है । उसको तू मुझ से सुन| ,"The Blessed Lord said: O Arjuna, man possesses three kinds of faith that are born from his nature and these are: faith born out of light and goodness; faith born out of fire, or passion; faith that is born out of darkness or dullness. Now my dear devotee and friend, I shall describe all of the faiths."
597,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.3,सत्त्वानुरूपा सर्वस्य श्रद्धा भवति भारत । श्रद्धामयोऽयं पुरुषो यो यच्छ्रद्धः स एव सः ॥ १७.३ ॥,"हे भारत ! सभी मनुष्यों की श्रद्बा उनके अन्त:करण के अनुरूप होती है, यह पुरुष श्रद्बामय है, इसलिये जो पुरुष जैसी श्रद्बा वाला है, वह स्वयं भी वही है|","The faith of every individual on earth O Arjuna is determined by their own nature. Man is made up of his own faith. Whatever a man’s faith is, in reality, that is what he is."
598,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.4,यजन्ते सात्त्विका देवान्यक्षरक्षांसि राजसाः । प्रेतान्भूतगणांश्चान्ये यजन्ते तामसा जनाः ॥ १७.४ ॥,"सात्विक पुरुष देवों को पूजते हैं, राजस पुरुष यक्ष और राक्षसों को तथा अन्य जो तामस मनुष्य हैं, वे प्रेत और भूत गणों को पूजते हैं |","Beings who are pure in heart and mind, who are good- natured and believe in following the path of light, these people worship the Gods of light. Individuals who are constantly active in earning material wealth and power and those people who constantly indulge in sin and corruption while living in evil darkness, worship the evil spirits."
599,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.5,अशास्त्रविहितं घोरं तप्यन्ते ये तपो जनाः । दम्भाहंकारसंयुक्ताः कामरागबलान्विताः ॥ १७.५ ॥,"जो मनुष्य शास्त्र विधि से रहित केवल मन:कल्पित घोर तप को तपते हैं तथा दम्भ और अहंकार से युक्त्त एवं कामना, आसक्ति और बल के अभिमान से भी युक्त्त हैं|","Those men who are selfish, corrupt, conceited, and false; whose actions are totally controlled by lust and passion; who perform terrible rituals that are forbidden by the Holy Scriptures."
600,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.6,कर्षयन्तः शरीरस्थं भूतग्राममचेतसः । मां चैवान्तःशरीरस्थं तान्विद्ध्यासुरनिश्चयान् ॥ १७.६ ॥,"जो शरीर रूप से स्थित भूत समुदाय को और अन्त:करण में स्थित मुझ परमात्मा को भी कृश करने वाले हैं, उन अज्ञानियों को तू असुर स्वभाव वाले जान |","and those who foolishly suppress the pure and natural life-giving powers within their bodies, as well as, at the same time, torture Me, who lives within their bodies; Arjuna, understand that the minds of these particular beings are filled with nothing but darkness and evil."
601,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.7,आहारस्त्वपि सर्वस्य त्रिविधो भवति प्रियः । यज्ञस्तपस्तथा दानं तेषां भेदमिमं शृणु ॥ १७.७ ॥,"भोजन भी सबको अपनी-अपनी प्रकृति के अनुसार तीन प्रकार का प्रिय होता है । और वैसे ही यज्ञ, तप और दान भी तीन-तीन प्रकार के होते हैं । उनके इस पृथक्-पृथक् भेद को तू मुझसे सुन|","O Arjuna, even one of the most important necessities in life for all beings, namely food, belongs under three categories. Similarly, customs such as religious sacrifices, all acts of self-discipline, and self-restraint as well as the giving of gifts, can all be individually placed under three separate divisions."
602,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.8,आयुःसत्त्वबलारोग्यसुखप्रीतिविवर्धनाः । रस्याः स्निग्धाः स्थिरा हृद्या आहाराः सात्त्विकप्रियाः ॥ १७....,"आयु, बुद्भि, बल, आरोग्य, सुख और प्रीति को बढ़ाने वाले रस युक्त्त, चिकने और स्थिर रहने वाले तथा स्वभाव से ही मन को प्रिय —- ऐसे आहार अर्थात् भोजन करने के पदार्थ सात्विक पुरुष को प्रिय होते हैं|","For the man who is pure in heart and mind, the only foods that are dear to Him are pure foods that promote good health, mental power and physical strength, vitality, joy and cheerfulness in life. These are foods which have good taste, that are soothing and nourishing for the body, and which makes a man’s heart content."
603,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.9,कट्\u200cवम्ललवणात्युष्णतीक्ष्णरूक्षविदाहिनः । आहारा राजसस्येष्टा दुःखशोकामयप्रदाः ॥ १७.९ ॥,"कड़वे, खट्टे, लवण युक्त्त् बहुत गरम तीखे, रूखे, दाहकारक और दुःख, चिन्ता तथा रोगों को उत्पन्न करने वाले आहार अर्थात् भोजन करने के पदार्थ राजस पुरुष को प्रिय होते हैं|","The foods that appeal to the passionate people are those that are sour, bitter, salty, spicy, dry, very warm, painful (to eat), and at times cause pain and sickness after they are consumed."
604,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.10,यातयामं गतरसं पूति पर्युषितं च यत् । उच्छिष्टमपि चामेध्यं भोजनं तामसप्रियम् ॥ १७.१० ॥,"जो भोजन अधपका, रस रहित, दुर्गन्ध युक्त्त बासी और उच्छिष्ट है तथा जो अपवित्र भी है, वह भोजन तामस पुरुष को प्रिय होता है|","Those people who strive on darkness and evil, eat foods that are impure, often stale and tasteless, rotten, lacking in freshness, and generally unfit to use during Holy offerings to Me."
605,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.11,अफलाकाङ्क्षिभिर्यज्ञो विधिदृष्टो य इज्यते । यष्टव्यमेवेति मनः समाधाय स सात्त्विकः ॥ १७.११ ॥,"जो शास्त्र विधि से नियत, यज्ञ करना ही कर्तव्य है —- इस प्रकार मन को समाधान करके, फल न चाहने वाले पुरुषों द्वारा किया जाता है, वह सात्विक है |","A pure sacrifice is one where the religious offerings (made to Myself, the Almighty) are made with true love and adoration for Me. They are offerings that are made in accordance with the rules or Holy laws in our religious scriptures, with no expectation of rewards resulting from the performance of these sacrifices, and offerings that are made from the heart and only with the intention that it is one’s duty to perform this religious sacrifice."
606,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.12,अभिसंधाय तु फलं दम्भार्थमपि चैव यत् । इज्यते भरतश्रेष्ठ तं यज्ञं विद्धि राजसम् ॥ १७.१२ ॥,"परन्तु हे अर्जुन ! केवल दम्भाचरण के लिये अथवा फल को भी दृष्टि में रखकर जो यज्ञ किया जाता है, उस यज्ञ को तू राजस जान|","However, O Bharata, a sacrifice that is done purely with the intention of receiving some reward, or done for the sake of display, is known as a Rajas sacrifice, which is an impure sacrifice."
607,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.13,विधिहीनमसृष्टान्नं मन्त्रहीनमदक्षिणम् । श्रद्धाविरहितं यज्ञं तामसं परिचक्षते ॥ १७.१३ ॥,"शास्त्र विधि से हीन, अन्नदान से रहित, बिना मन्त्रों के, बिना दक्षिणा और बिना श्रद्धा के किये जाने वाले यज्ञ को तामस यज्ञ कहते हैं|","Finally, My dear Devotee, the lowest type of sacrifice that exists is that which is performed by those that have darkened their inner-beings and are known to be of the dull, Tamas nature. When Tamas-nature people make sacrificial offerings, it is generally not in accordance with the holy rules of sacrifice, no gifts of pure food are distributed (Prashadam), no holy hymns are chanted, and the sacrifice is performed with no religious faith in Me whatsoever."
608,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.14,देवद्विजगुरुप्राज्ञपूजनं शौचमार्जवम् । ब्रह्मचर्यमहिंसा च शारीरं तप उच्यते ॥ १७.१४ ॥,"देवता, ब्राह्मण, गुरु और ज्ञानीजनों का पूजन, पवित्रता, सरलता, ब्रह्मचर्य और अहिंसा —–यह शरीर सम्बन्धी तप कहा जाता है|","The worship of the Gods of Light; of the twice-born; worship and respect given to the religious teacher and the wise; worship and respect for all that is pure and true, all that represents justice and righteousness, virginity and non-violence, all of this brings tranquility and harmony to the body."
609,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.15,अनुद्वेगकरं वाक्यं सत्यं प्रियहितं च यत् । स्वाध्यायाभ्यसनं चैव वाङ्मयं तप उच्यते ॥ १७.१५ ॥,"जो उद्बेग न करने वाला, प्रिय और हित कारक एवं यथार्थ भाषण है तथा जो वेद शास्त्रों के पठन का एवं परमेश्वर के नाम जप का अभ्यास है —– वही वाणी सम्बन्धी तप कहा जाता है|","Speaking only those words which do not offend other beings, words which are truthful, pleasant, beautiful. beneficial and above all, words that exist only in the Holy Scriptures (Vedas), represent the harmony of speech."
610,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.16,मनः प्रसादः सौम्यत्वं मौनमात्मविनिग्रहः । भावसंशुद्धिरित्येतत्तपो मानसमुच्यते ॥ १७.१६ ॥,"मन की प्रसन्नता, शान्त भाव, भगवच्चिन्तन करने का स्वभाव, मन का निग्रह, और अन्त:करण के भावों की भली भाँति पवित्रता —-इस प्रकार यह मन सम्बन्धी तप कहा जाता है|","Peace and tranquility of the mind, harmony and confidence in oneself, love, caring and gentleness towards others, and purity of the heart, are all the elements which create harmony of the mind."
611,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.17,श्रद्धया परया तप्तं तपस्तत्त्रिविधं नरैः । अफलाकाङ्क्षिभिर्युक्तैः सात्त्विकं परिचक्षते ॥ १७.१७ ॥,फल को न चाहने वाले योगी पुरुषों द्वारा परम श्रद्बा से किये हुए उस पूर्वोक्त्त तीन प्रकार के तप को सात्विक कहते हैं|,"If these three types of harmony are practised with supreme faith, a pure heart, truthful intentions, without any desire for rewards, and with a balanced mind and a peaceful soul, this is considered to be pure and total harmony and a definite sign that a person has chosen to follow the Saatvic path of light and “goodness.”"
612,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.18,सत्कारमानपूजार्थं तपो दम्भेन चैव यत् । क्रियते तदिह प्रोक्तं राजसं चलमध्रुवम् ॥ १७.१८ ॥,"जो तप सत्कार, मान और पूजा के लिये तथा अन्य किसी स्वार्थ के लिये भी स्वभाव से या पाखण्ड से किया जाता है, वह अनिश्चित एवं क्षणिक फल वाला तप यहाँ राजस कहा गया है|","However, My best of friend, he who falsely performs self-discipline and restraint purely for the sake of reputation, high honour, and for show, is considered to be impure and of the Rajas (passionate) nature. This type of self-restraint is unstable and lasts only temporarily."
613,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.19,मूढग्राहेणात्मनो यत्पीडया क्रियते तपः । परस्योत्सादनार्थं वा तत्तामसमुदाहृतम् ॥ १७.१९ ॥,"जो तप मूढ़ता पूर्वक हठ से, मन, वाणी और शरीर की पीड़ा के सहित अथवा दूसरे के अनिष्ट करने के लिये किया जाता है —- वह तप तामस कहा गया है |","When self-control is incorrectly performed by a dull person and results simply in self-torture for the person who is trying to restrain himself, or when it is performed for the sake of causing injury to another person, then this self-control leads to nowhere but into sheer darkness and further along the path of the Tamas Guna."
614,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.20,दातव्यमिति यद्दानं दीयतेऽनुपकारिणे । देशे काले च पात्रे च तद्दानं सात्त्विकं स्मृतम् ॥ १७.२० ॥,"दान देना ही कर्तव्य है —- ऐसे भाव से जो दान देश तथा काल और पात्र के प्राप्त होने पर उपकार न करने वाले के प्रति दिया जाता है, वह दान सात्विक कहा गया है |","O Arjuna, hear now that what I have to say about gifts: A pure gift is that which is given with purity and kindness in the heart, given to the right person at the right time, given in the proper place, and above all when we expect nothing in return for the gift."
615,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.21,यत्तु प्रत्युपकारार्थं फलमुद्दिश्य वा पुनः । दीयते च परिक्लिष्टं तद्दानं राजसं स्मृतम् ॥ १७.२१ ॥,"किंतु जो दान क्लेश पूर्वक तथा प्रत्युपकार के  प्रयोजन से अथवा फल को दृष्टि में रख कर फिर दिया जाता है, वह दान राजस कहा गया है|","However Arjuna, when the gift is given with the expectation of receiving something in return, when it is also given for the sake of receiving future rewards or when the gift is given unwillingly from one person to another, this gift is considered impure and presented by a person of the Rajas nature."
616,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.22,अदेशकाले यद्दानमपात्रेभ्यश्च दीयते । असत्कृतमवज्ञातं तत्तामसमुदाहृतम् ॥ १७.२२ ॥,"जो दान बिना सत्कार के एवं तिरस्कार पूर्वक अयोग्य देश काल में और कुपात्र के प्रति दिया जाता है, वह दान तामस कहा गया है|","A gift that is given to an unworthy (evil) person, at an improper time and place, given not from kindness in the heart, but with feelings of extreme pride and with contempt towards the other person, this gift, O Arjuna, is one that has evolved from darkness and has come from a person who is of the Tamas nature."
617,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.23,ॐतत्सदिति निर्देशो ब्रह्मणस्त्रिविधः स्मृतः । ब्राह्मणास्तेन वेदाश्च यज्ञाश्च विहिताः पुरा ॥ १७.२३ ...,"ओउम्, तत्, सत् —- ऐसे यह तीन प्रकार का सच्चिदानन्दधन ब्रह्म का नाम कहा है ; उसी से सृष्टि के आदि काल में ब्राह्मण और वेद तथा यज्ञादि रचे गये |","AUM, TAT, SAT (literal translation: the Lord who is the truth). Dear Partha, each one of these sacred words represents the three stages of the Brahman (the Brahman is the single word that describes where all Brahmins (spiritual teachers) have originated from). From the Brahman also evolved the Holy Scriptures (Vedas) and is today also known as the Supreme Spiritual Sacrifice."
618,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.24,तस्माद ॐ द्दत्युदाहृत्य यज्ञदानतपःक्रियाः । प्रवर्तन्ते विधानोक्ताः सततं ब्रह्मवादिनाम् ॥ १७.२४ ॥,"इसलिये वेद मन्त्रों का उच्चारण करने वाले श्रेष्ठ पुरुषों की शास्त्र विधि से नियत यज्ञ, दान और तप रूप क्रियाएँ सदा ‘ओउम्’ इस परमात्मा के नाम को उच्चारण करके ही आरम्भ होती हैं|","Therefore, dear Arjuna, he who is a devoted follower of the Brahman, begins all acts of spiritual sacrifice, gift-giving, or self-perfection (which is really the achievement of inner-peace with the self), with the word Aum (Aum or the Lord is the very beginning of all things in the universe)."
619,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.25,तदित्यनभिसन्धाय फलं यज्ञतपःक्रियाः । दानक्रियाश्च विविधाः क्रियन्ते मोक्षकाङ्क्षिभिः ॥ १७.२५ ॥,"तत् अर्थात् ‘तत्’ नाम से कहे जाने वाले परमात्मा का ही यह सब है, इस भाव से फल को न चाहकर नाना प्रकार की यज्ञ तपरूप क्रियाएँ तथा दानरूप क्रियाएँ कल्याण की इच्छा वाले पुरुषों द्वारा की जाती हैं|","The word Tat describes the actual performance of the Spiritual Sacrifice, the presentation of gifts, and all acts of self perfection and self-harmony. The performance of these acts (by those who seek true, infinite liberty from the world), without wishing for any rewards in return are done by the true followers of the Brahman, in accordance with the Holy laws, as stated in the Scriptures. If these acts are done properly, they lead a person further along the path towards Me, the Supreme Goal and Supreme Spirit."
620,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.26,सद्भावे साधुभावे च सदित्येतत्प्रयुज्यते । प्रशस्ते कर्मणि तथा सच्छब्दः पार्थ युज्यते ॥ १७.२६ ॥,‘सत्’ ——-इस प्रकार यह परमात्मा का नाम सत्य भाव में और श्रेष्ठ भाव में प्रयोग किया जाता है तथा हे पार्थ ! उत्तम कर्म में भी ‘सत्’ शब्द का प्रयोग किया जाता है|,"Sat (derived from term Satya), is the word that literally means Supreme Truth and goodness. It is the end or final step in the actual Spiritual sacrifice and signifies the ultimate or final goal to be reached at the end of performing this religious ritual namely, to please Me in order to attain unity with Me. Since I am the Supreme Truth, O Arjuna, when a particular (religious) task is performed and has been properly completed, the result of this spiritual work is the attainment of the Supreme Truth or the attainment of Myself, the Lord."
621,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.27,यज्ञे तपसि दाने च स्थितिः सदिति चोच्यते । कर्म चैव तदर्थीयं सदित्येवाभिधीयते ॥ १७.२७ ॥,"तथा यज्ञ, तप और दान में जो स्थिति है, वह भी ‘सत्’ इस प्रकार कही जाती है और उस परमात्मा  के लिये किया हुआ कर्म निश्चय पूर्वक सत् ऐसे कहा जाता है |","Everlasting faithfulness is Spiritual Sacrifice, Self-harmony, and the giving of gifts, lead one on the pathway to achieving Sat, O Arjuna. This is a fact because all of these divisions of faith ultimately lead to Me, the Eternal Truth."
622,Shraddhatraya-Vibhaga Yoga,Chapter 17,Verse 17.28,अश्रद्धया हुतं दत्तं तपस्तप्तं कृतं च यत् । असदित्युच्यते पार्थ न च तत्प्रेत्य नो इह ॥ १७.२८ ॥,"हे अर्जुन ! बिना श्रद्बा जे के किया हुआ हवन, दिया हुआ दान एवं तपा हुआ तप और जो कुछ भी किया हुआ शुभ कर्म है —– वह समस्त ‘असत्’ —– इस प्रकार कहा जाता है ; इसलिये वह न तो इस लोक में लाभदायक है और न मरने के बाद ही |","If any of these acts, O Arjuna, whether it is Spiritual Sacrifice, Self-perfection or the offering of pure and pleasant gifts, is done without faith and good incentives, Asat (all that is untrue and representative of darkness) is attained. By achieving Asat, one has really gained absolutely nothing, O Son of Kunti, because I hold the acts performed in Asat as useless, and having no importance in this world or in the afterworld."
623,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.1,अर्जुन उवाच । संन्यासस्य महाबाहो तत्त्वमिच्छामि वेदितुम् त्यागस्य च हृषीकेश पृथक्केशिनिषूदन ॥ १८.१...,अर्जुन बोले ——हे महाबाहो ! हे अन्तर्यामिन् ! हे वासुदेव ! मैं संन्यास और त्याग के तत्व को पृथक्-पृथक् जानना चाहता हूँ |,"Arjuna asked the Almighty Krishna: Please explain to me, Dear Lord, what it means to have truly RENOUNCED (surrendered from a materialistic nature) in this life."
624,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.2,श्रीभगवानुवाच । काम्यानां कर्मणां न्यासं संन्यासं कवयो विदुः सर्वकर्मफलत्यागं प्राहुस्त्यागं विचक्...,श्रीभगवान् बोले — कितने ही पण्डित जन तो काम्य कर्मों के त्याग को संन्यास समझते हैं तथा दूसरे विचार कुशल पुरुष सह कर्मों के फल के त्याग को त्याग कहते हैं,"The Blessed Lord replied: If one entirely gives up all selfish motives, desires and actions, this is called true RENUNCIATION, and he who has given up all desires for rewards for all work he has accomplished, is considered by Me to have totally SURRENDERED from the material way of life."
625,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.3,त्याज्यं दोषवदित्येके कर्म प्राहुर्मनीषिणः । यज्ञदानतपःकर्म न त्याज्यमिति चापरे ॥ १८.३ ॥,"कई एक विद्बान् ऐसा कहते हैं कि कर्म मात्र दोषयुक्त्त हैं, इसलिये त्यागने के योग्य हैं और दूसरे विद्बान् यह कहते हैं कि यज्ञ, दान और तप रूप कर्म त्यागने योग्य नहीं हैं|","It is common for some people to say that constant constructive action disturbs people from fully concentrating on the Lord and his many beautiful qualities. Therefore, all performance of any task or responsibility should be renounced as well. However, still, other people say that all actions except those done for sacrifice, self-harmony, or gift-giving, should be given up."
626,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.4,निश्चयं शृणु मे तत्र त्यागे भरतसत्तम । त्यागो हि पुरुषव्याघ्र त्रिविधः संप्रकीर्तितः ॥ १८.४ ॥,"हे पुरुष श्रेष्ठ अर्जुन ! संन्यास और त्याग, इन दोनों में से पहले त्याग के विषय में तू मेरा निश्चय सुन । क्योंकि त्याग सात्विक, राजस और तामस भेद से तीन प्रकार का कहा गया है|","Now My Dear Disciple, listen to Me as I disclose to you the true secret of surrendering and abandonment of materialism in this world. O Best of Men, there are three kinds of abandonment in this world that have been declared in this world by Me."
627,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.5,यज्ञदानतपःकर्म न त्याज्यं कार्यमेव तत् । यज्ञो दानं तपश्चैव पावनानि मनीषिणाम् ॥ १८.५ ॥,"यज्ञ, दान और तप रूप कर्म त्याग करने के योग्य नहीं है, बल्कि वह तो अवश्य कर्तव्य है ; क्योंकि यज्ञ, दान और तप —-ये तीनों ही कर्म बुद्भिमान् पुरुषों को पवित्र करने वाले हैं ।","Tasks which involve works of sacrifice, gift-giving, and self-improvement should never be abandoned and should always be performed. I consider these acts, O Arjuna, to be those of purification and all those who are wise realize this fact."
628,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.6,एतान्यपि तु कर्माणि सङ्गं त्यक्त्वा फलानि च । कर्तव्यानीति मे पार्थ निश्चितं मतमुत्तमम् ॥ १८.६ ॥,"इसलिये हे पार्थ ! इन यज्ञ, दान और तपरूप कर्मों को तथा और भी सम्पूर्ण कर्तव्य कर्मों को आसक्ति और फलों का त्याग करके अवश्य करना चाहिये, यह मेरा निश्चय किया हुआ उत्तम मत है ।","However, dear Arjuna, these works of purification should be performed with freedom from attachment to material goods and without expectation of any rewards resulting from these actions. This, O Partha, is My decided and final word."
629,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.7,नियतस्य तु संन्यासः कर्मणो नोपपद्यते । मोहात्तस्य परित्यागस्तामसः परिकीर्तितः ॥ १८.७ ॥,( निषिद्ब और काम्य कर्मों का तो स्वरूप से त्याग करना उचित ही है ) परन्तु नियत कर्म का स्वरूप से त्याग उचित नहीं है । इसलिये मोह के कारण उसका त्याग कर देना तामस त्याग कहा गया है ।,"The Blessed Lord Advised: O Arjuna, it would be unwise to leave the holy work that should be completed, unfinished, Such an abandonment of work and surrender from action is a sin and would be an act of darkness as well as delusion."
630,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.8,दुःखमित्येव यत्कर्म कायक्लेशभयात्त्यजेत् । स कृत्वा राजसं त्यागं नैव त्यागफलं लभेत् ॥ १८.८ ॥,"जो कुछ कर्म है, वह सब दुःख रूप ही है —– ऐसा समझ कर यदि कोई शारीरिक क्लेश के भय से कर्तव्य कर्मों का त्याग कर दे, तो वह ऐसा राजस त्याग करके त्याग के फल को किसी प्रकार भी नहीं पाता|","O Arjuna, he who abandons his duties because he fears that some discomfort or pain will come to him by performing these duties, is of the Rajas Guna (nature) and his way of surrendering from work is a sign of this nature within him. You must realize, O Arjuna, that person actually accomplishes nothing when he performs his various tasks."
631,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.9,कार्यमित्येव यत्कर्म नियतं क्रियतेऽर्जुन । सङ्गं त्यक्त्वा फलं चैव स त्यागः सात्त्विको मतः ॥ १८.९ ॥,हे अर्जुन ! जो शास्त्र विहित कर्म करना कर्तव्य है — इसी भाव से आसक्ति और फल का त्याग करके किया जाता है —– वही सात्विक त्याग माना गया है ।,"But, O son of Kunti, he who partakes in these holy tasks, O Arjuna, only because he knows that it is his duty to accomplish them, and at the same time forsakes all selfish desires and thoughts of receiving rewards, is considered by Me to be a man of ‘goodness.’ Because of performing his pure work, this man produces only peace, divine joy, and other SAATVIC results."
632,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.10,न द्वेष्ट्यकुशलं कर्म कुशले नानुषज्जते । त्यागी सत्त्वसमाविष्टो मेधावी छिन्नसंशयः ॥ १८.१० ॥,"जो मनुष्य अकुशल कर्म से तो द्बेष नहीं करता और कुशल कर्म में आसक्त्त नहीं होता —- वह शुद्भ सत्वगुण से युक्त्त पुरुष संशयरहित, बुद्भिमान् और सच्चा त्यागी है|","This wiseman, whose doubts no longer exist, who has learned the real truth about renunciation in this world, is a pure and SAATVIC man of peace. Whether a particular task is pleasant or painful to perform, he receives joy from accomplishing it."
633,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.11,न हि देहभृता शक्यं त्यक्तुं कर्माण्यशेषतः । यस्तु कर्मफलत्यागी स त्यागीत्यभिधीयते ॥ १८.११ ॥,"क्योंकि शरीरधारी किसी भी मनुष्य के द्वारा सम्पूर्णता से सब कर्मों का त्याग किया जाना शक्य नहीं है ; इसलिय जो कर्म फल का त्यागी है, वही त्यागी है — यह कहा जाता है |","Understand, Best of Men (Arjuna), that a mortal being cannot easily surrender and abstain entirely from work in this world. But it is possible for a person to surrender himself totally, from desiring rewards from the work he accomplishes. In My eyes dear Arjuna, he who does this, is one who has truly renounced this material world."
634,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.12,अनिष्टमिष्टं मिश्रं च त्रिविधं कर्मणः फलम् । भवत्यत्यागिनां प्रेत्य न तु संन्यासिनां क्वचित् ॥ १८.१...,"कर्म फल का त्याग न करने वाले मनुष्यों के कर्मों का तो अच्छा, बुरा और मिला हुआ ऐसे तीन प्रकार का फल मरने के पश्चात् अवश्य होता है, किंतु कर्म फल का त्याग कर देने वाले मनुष्यों के कर्मों का फल किसी काल में भी नहीं होता |","When a man perform duties (or work) of any kind only for the sake of reward, the work at times either brings pleasure or certain occasions, pain. However dear Arjuna, he who does work for the sake of gaining Eternal Happiness (by union with Me), he undoubtfully receives this Eternal and Infinite Bliss."
635,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.13,पञ्चैतानि महाबाहो कारणानि निबोध मे । सांख्ये कृतान्ते प्रोक्तानि सिद्धये सर्वकर्मणाम् ॥ १८.१३ ॥,"हे महाबाहो ! सम्पूर्ण कर्मों की सिद्भि के ये पांच हेतु कर्मों का अन्त करने के लिये उपाय बतलाने वाले सांख्यशास्त्र में कहे गये हैं, उनको तू मुझ से भली भाँति जान |","O Mighty-armed Arjuna, learn and realize from Me the five causes of all the actions in this world as stated in the holy SAMKHYA (one of the philosophical teachings on the subject of KARMA in the VEDANTA) in which all the end results of all actions are found."
636,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.14,अधिष्ठानं तथा कर्ता करणं च पृथग्विधम् । विविधाश्च पृथक्चेष्टा दैवं चैवात्र पञ्चमम् ॥ १८.१४ ॥,इस विषय में अर्थात् कर्मों की सिद्भि में अधिष्ठान और कर्ता तथा भिन्न-भिन्न प्रकार के कारण एवं नाना प्रकार की अलग-अलग चेष्टाऍ और वैसे ही पाँचवां हेतु दैव है ।,"The Lord described the five causes of action: The body itself, is the first. The second is the owner of the body who actually performs the action. The third is the various senses of the body, which allow perception of the world. The fourth is the different functions performed by the being and finally the Super-Soul within the being."
637,Moksha-Sanyasa Yoga,Chapter 18,Verse 18.15,शरीरवाङ्\u200cमनोभिर्यत्कर्म प्रारभते नरः । न्याय्यं वा विपरीतं वा पञ्चैते तस्य हेतवः ॥ १८.१५ ॥,"मनुष्य मन, वाणी और शरीर से शास्त्रानुकूल अथवा विपरीत जो कुछ भी कर्म करता है —- उसके ये पांचों कारण हैं|","Whether a being’s means of actions are his body, mind, or speech, all of his actions whether good or bad. are caused by these five factors."
